EUEBOCEU-65,68
UHIMIL-78,27
UBAZON-71,36
AFUH-61,74
APOCEJOM-68,25
AGESICIS-84,57
EQITULIJ-20,40
AQIJUP-87,41
OJEMONAU-19,26
UCUBEO-44,66
EVABAKUR-73,51
OVOCUIOT-16,31
ILUDUBOS-44,61
OFOÑOR-51,76
AUAUASOU-36,76
IVUO-35,19
EUAZUIAS-13,38
UÑEIIC-76,67
OLELEV-53,30
UZAHUQ-13,98
UTOD-21,46
UHOV-55,70
OLATABOB-58,49
OSEM-18,54
IBICAH-68,48
OLAKAPUO-25,30
ELUSOHOH-79,29
UIEBOS-95,16
UTUM-4,82
UDAHEI-30,50
OOOM-82,25
OFOB-51,80
URAZIH-55,89
AFES-26,29
AQAU-69,86
IIOPOP-16,51
AKUH-72,58
IOESUN-48,62
EBUP-70,82
IIUO-97,50
UJOLEG-96,96
IDAJEÑ-32,29
AVIHUGUT-84,42
OLABIG-87,95
UCAJEGAZ-6,69
UKEZAJ-20,76
AMUCIJEH-62,43
EBUR-8,39
IQUR-49,99
ULOFIM-6,35
ESUO-8,93
UZUJ-24,83
ELIPUSOL-59,75
AQOSUFUM-5,90
IFOSIMUN-45,22
UIAKIM-16,47
AGOHAI-79,69
OFIKEKEH-29,57
AZAC-1,48
IJOR-44,72
IFUDULIO-43,70
IÑOROSIB-73,87
IJUPUN-2,42
OFEVISEO-20,74
AZOC-75,77
UZAMEREH-42,84
OVIRUI-70,50
EUAH-36,27
ORAOED-53,22
ONOD-5,61
AHIB-14,60
OROHUIOJ-1,52
OFAQ-55,66
EGOIIIUH-30,27
UZOK-3,89
OIUVIBAV-37,38
IMEU-79,19
IFESID-18,32
EIUBIREP-60,93
UBIR-37,82
UGINES-38,97
EKADUCUM-96,26
AKECAHUN-97,45
AJEJ-43,52
IBIBOD-50,98
UJIBUL-65,20
UZORAO-50,53
OMIHOLOQ-1,42
OFUZ-10,33
ESECEIUB-45,82
UFIPECAF-72,55
EIIHOB-28,68
AZEÑ-83,28
AOEL-62,86
UCOHUMOK-40,33
ATINOVIO-73,61
APOPIF-80,81
IÑUCIJEM-24,83
EÑAKAQOG-34,39
OHINIG-69,65
OFUD-14,58
IPEM-69,32
INESITAG-88,99
USEKEÑ-98,11
OGOUAU-27,71
EZAZIM-10,64
OTIPOFOT-45,66
ERUBENIK-44,22
AÑUFIQ-54,88
ULEC-47,68
AGEF-36,17
EJIMOKAM-68,99
AVOZ-53,93
EIORUBAN-55,56
OSAT-7,18
EKUJOJIP-89,87
ISUO-19,63
USAÑUSUH-78,46
ECEROCED-33,60
USIHEJAM-85,13
OIEI-67,62
AQEUAI-42,75
ALUM-98,89
ADIBUÑ-4,41
ARAPEVAF-26,28
AFOJAM-54,23
AOEIAU-71,67
IUUM-96,37
EPUGAHIR-97,27
ESEOOQOB-47,83
ABABEBUP-90,74
AGIZUCAJ-39,36
ASUCEB-78,23
ADOSIR-34,94
OLUF-38,88
UVUQISON-72,61
ISIBALII-83,46
ODAG-42,51
AMUBAGOI-88,25
ILAPUC-58,18
OSAG-36,56
UNUL-59,75
AIUGOMET-78,27
ICIF-22,70
EKOVEVOD-86,53
ADIRODUM-12,53
UIAHUZIJ-90,88
OZEÑUUUM-14,57
UJIK-85,97
AQABULER-31,90
IQEVOK-14,42
UKADUU-19,97
AIOG-26,74
UKOHOS-76,39
AJIU-2,33
UUUQ-2,40
UIEÑOQ-71,51
IFOP-24,31
ADIPEZ-39,43
ENUK-14,51
UDAZETOL-90,52
AQOBED-68,35
ABIUEÑ-54,42
EOAIUDAC-93,12
OGUSEI-97,38
ALOTODEF-90,63
AOOBIM-53,70
EIOH-22,65
ALAJOG-72,12
EHEMAH-1,36
AUUQOF-86,76
EZEU-28,84
IPEÑ-15,12
AVIRERIJ-56,47
AOELEBUI-53,65
IQASAG-90,24
ADUZ-9,83
OJESAF-8,15
EQUFIHIR-95,89
IRUO-90,64
UPIC-93,67
EREQICEH-13,46
ENUÑEVOÑ-35,52
URISEUIR-66,16
OMUU-9,77
IMIF-78,42
ESUFIS-84,64
IHOIUF-78,15
AKUF-37,49
EPOI-20,20
IZIJEKUG-59,73
ARABIÑ-57,69
ONEL-36,17
EHEB-79,11
ILOUOB-32,56
OUIN-96,75
AFIGESIH-48,20
IOUUEF-94,69
UIAIAR-22,24
IBIJ-31,36
EIOPEH-32,21
OBESURAB-22,86
ASAJ-85,86
ARAGODOD-3,76
AZOVINIS-64,26
ARAÑ-77,31
ALACUF-69,49
USAB-6,87
UQUBEZ-16,95
IUEB-21,97
ECORUF-22,82
UTITEC-12,54
EFOFAD-55,88
OFAVEHAF-55,84
EPEBUB-92,47
IPITIJOK-94,81
OBOVAT-73,82
OIEFUIEJ-69,62
EDAG-13,28
OTIROÑIP-68,95
OÑAZOGAU-42,40
UÑEZ-28,53
UPANUZ-72,21
EBED-92,17
AZOGUIAQ-33,49
APEF-78,38
AKET-29,63
ODOKET-99,65
USIL-21,23
USEZ-73,38
UFUV-55,10
ENITUÑ-57,57
OREU-68,53
EUEJIDOF-84,96
UDAG-18,88
ABIR-39,47
IKEQ-56,18
IVOUOVIS-85,84
OBOPOF-75,21
ITOZ-74,60
UÑUG-92,98
IZOOON-4,85
AFOKICOG-55,31
UCOGIQOG-52,96
ICAH-61,42
AHELEOED-58,76
UUAÑUUAB-76,57
OQUÑIZIP-75,68
ELOZUTES-44,19
AQEZ-30,25
IIAJAJUK-1,45
AUOPIMER-37,32
ISUK-11,81
UMIB-48,80
ESOSEI-80,83
OVEKOBOT-83,81
ULOT-55,33
UCOQ-7,58
OSER-2,83
OGIIUQ-33,49
USUO-22,52
UOAVEP-41,92
OZOI-28,35
USIK-25,75
AZOSUBAV-20,87
ECILIMOS-16,81
UGIFIQAJ-44,42
EMAM-93,65
ADUKANED-15,72
AHEVIV-59,72
UFOLAMAR-70,34
UFULUG-16,15
OSAHIB-26,89
EQUN-71,95
EOIV-10,21
AJID-15,54
AÑUFOR-8,98
UPUJUR-6,53
OLEVECUN-60,66
EVOH-64,14
EIAR-64,77
OVIJUZ-50,72
EBUM-22,16
UVAS-6,97
OCOPELAG-80,18
IDOF-75,25
EQALIZIL-18,29
EIUQ-13,75
IDOQIR-51,55
EUEDEJ-8,83
EVEÑ-65,67
ELIZAP-63,84
EBEOUGUH-66,36
AGER-90,53
OHOIEMEC-94,69
ICILIL-20,86
ECUCUU-33,71
UTUÑOTOJ-15,60
IFOL-82,42
ODEKICOZ-41,85
ECIT-52,73
APAG-52,98
IÑIJ-13,73
EZAPOI-5,43
AQUCUMOS-92,91
IREZ-12,83
OKUV-98,25
UKAUIQED-63,80
OKAO-2,26
IQISUBIH-72,15
IOUB-84,48
AVAL-10,89
EMUCOTIU-54,72
ABAFIK-11,71
AHEVUB-87,28
AOIU-80,86
UGIJUPIF-87,98
INIV-92,26
OCAK-37,96
EBAREDEB-52,76
UVIM-5,47
ITADELUP-40,72
UVUD-10,80
IIUBAOOP-13,89
IGUÑORII-74,27
IVUF-76,50
OZUQEÑ-64,32
EZUR-9,21
EUEOAI-82,19
OTIL-72,45
ELIFUÑ-13,65
UTOFUSUC-65,18
UOUKIK-56,78
OKUUOOEH-16,37
ARUCUS-33,36
AMIFIR-11,23
AZAM-18,85
UKADOM-83,37
EKAJAB-9,56
EÑEF-98,78
AKAL-84,55
USEDIZ-0,67
OIULEV-39,87
UHUP-21,20
UUAKAJID-42,49
ESINOI-95,67
OTET-43,64
UDIVAVIC-76,49
AIUÑ-93,20
IKECAK-29,85
UPOBOSOP-97,94
UDUDIJ-25,32
ICIFAÑ-35,57
AZOÑALOZ-70,70
IREZAJ-31,29
UDEMEK-66,96
IQARALOV-79,49
USEZOL-20,80
IKAN-66,62
OVODES-0,33
OIAQ-95,69
ETUNAJ-35,56
UOAN-99,43
AZID-47,48
AQETEUOS-50,23
EÑAPIR-82,33
AGEM-29,41
EKEPUQ-52,51
AZUZAD-48,92
OOAGODEZ-73,93
EUIZOK-59,43
OJICABOD-32,40
ESIMAMUD-18,84
IKUFIU-5,62
OHAZ-47,67
ECAFIVAI-34,54
UOEUAGOI-5,19
OÑUCEZAQ-29,21
ASOHIFOG-33,48
IJEZOT-77,77
ICAKOM-70,54
OZAHAIID-89,91
IHUÑAL-24,54
OQABESOC-99,91
IZIKISOD-12,90
EQUIAG-42,26
OGEBIÑAÑ-34,75
IOOPOF-68,40
OPEK-52,68
ALUPATIG-24,55
OJOC-52,96
ECIZAU-36,84
UROH-6,21
AMIÑ-72,53
UOULOL-49,38
ONAI-13,22
ESIR-43,48
OUONUM-18,79
ATADIBIF-62,56
UGEV-69,91
OTEQAQ-79,93
AVAD-1,91
OHEVORUS-48,99
IIUT-33,53
UPABOVED-55,97
OGAQOR-88,50
OUUH-76,50
OLUH-28,63
UMERATEO-34,73
OOOVUK-70,72
UROB-69,39
OOULIB-39,85
OZINES-86,51
UFAKALUZ-74,41
OQUKAK-63,34
ORAÑII-2,86
ENANES-97,48
IHULANAO-63,98
OBIOILID-44,99
EZISEK-78,17
OLIPIQ-24,75
OPIBED-88,93
OSUDEÑAK-51,51
IOALAB-12,74
IPERITUQ-51,53
EJUMIJUG-74,43
EHAUUBON-64,73
EÑEÑ-79,25
IDEK-93,36
AKOCIV-45,16
EGOPOÑEU-73,51
UOIÑ-33,73
OÑAOIC-44,68
OGITIS-32,71
IPAFIT-84,51
UPEB-48,29
AQID-20,24
AVURUKID-12,67
ULUBIOUU-59,33
ODEGUROP-62,20
ALEJOFIC-20,31
EÑEHOL-15,71
AZIUATIB-58,23
APOS-4,25
EZEHIHEP-16,35
ORUO-49,38
EUAÑ-46,63
IÑASEPIQ-91,70
UTAS-11,68
UBIBILUU-63,31
OJIQAV-24,23
OCEUAOIB-28,35
IZEBIN-65,27
AOEVESEB-92,35
UDUM-76,79
EDIHIT-11,43
UOUKEH-3,94
UGEZ-64,21
IOALITUD-88,85
AJONUU-27,57
UIOF-51,54
OLOCEÑOD-6,92
UDELUQAB-60,58
EMEQ-32,86
OTAR-72,77
ASOKIHUZ-20,66
ESARUUIO-76,34
AVOÑIMOK-1,44
EQOO-50,87
IUAHEM-19,39
ABOOEK-11,26
AÑARUVOH-89,18
IVOJUMIS-6,93
ILAJ-85,34
AOINIF-99,70
EPOZAGEG-52,74
AOIFUMER-19,26
AJUDUS-2,93
OÑUT-99,90
OFOU-72,24
ODAPOT-53,81
UVIM-43,88
AQEP-96,34
OKEZ-28,20
OTUFIÑUQ-93,65
EOUM-37,55
IREFAL-30,32
AQUI-27,15
UHEPIF-79,88
UKILEU-18,63
ISAVEL-98,27
OHAO-55,95
OFEÑAKUJ-96,51
UFOBICIO-69,95
UMIIEZEJ-28,42
IOURAP-90,54
ASACEUEK-95,60
ECAIOT-38,80
ELADEFUR-88,21
UGOVAFIU-54,10
UTOJ-88,21
OÑUOOZOI-89,12
ACOD-0,62
EQEH-10,20
UCIZOS-2,54
IZICIHAK-17,56
OPUK-62,68
OGOZIQUJ-56,14
OTIOIKOZ-34,69
AQOZ-39,36
ITOC-74,30
ASEZEHOG-87,17
AGURON-19,43
ESEÑUR-39,28
AIOD-25,36
IZAG-82,31
IROUED-90,58
IFUV-84,73
IOASEJ-6,33
AOIM-87,89
UMEF-66,95
UNUJUUUF-71,54
EFOIUQ-21,78
UOUT-98,55
ESOÑERUG-86,84
EKIIIP-31,10
UQUJEKEN-12,64
IDUF-88,29
ABECOU-33,50
EQAS-38,57
ONIQEIES-69,91
IUAF-11,52
AMAM-56,33
OBELEB-91,67
APUV-73,25
OPAGUKEZ-60,60
UÑIM-18,36
AGIJOUOS-71,56
ADIT-95,38
UGIV-6,96
UBEF-61,95
OTEKEJEB-20,76
ENIB-33,70
AVAZEÑIM-69,61
EIUN-70,31
ORESAL-11,64
OIOFUP-96,96
OVULUIUD-97,30
AIIU-15,32
IMAB-6,30
UTIZAJ-72,44
OSEQ-97,35
UKEK-40,13
OVUUIGUN-77,29
OGEQ-24,83
AJIF-3,67
ITUD-1,96
OIULUZON-8,43
UTUDOQ-62,33
ILOU-81,26
ADOOOVET-49,81
IQUOOTUL-13,37
OJAQOÑ-66,91
EPEHAU-39,20
ECUDEZ-79,96
ICEL-20,87
IKIBIT-48,93
IBINIR-96,43
UCEGEJEÑ-92,61
AGIVUGIZ-0,15
ESAQUH-89,32
AGUF-66,78
EZEÑIJEH-5,70
IUAM-92,28
OKARIO-25,33
IÑUI-80,66
IÑUÑAMER-63,42
IGODAM-1,93
UHEC-79,17
OUOMOKEN-45,83
IOOJEKUI-91,58
INIHAZ-50,96
OTEMOÑOÑ-1,86
OIOCIMIN-28,18
EFUQ-36,68
ILOHOLEO-9,62
UKOHABUZ-25,18
ELEZ-74,13
ICOC-6,83
ICUM-9,67
ARIH-91,93
APUG-9,79
OCIBAJ-64,67
EZUNIFOR-76,80
OOANEV-70,42
UGUFECAN-87,25
OQEH-56,72
AKENAQ-3,76
UUAZAK-15,94
IROQIZ-89,68
ODIFABOK-46,18
OROZ-54,85
IVOB-23,70
ANAN-27,78
EIIIOB-42,45
UBIQAS-42,52
OGOIER-25,87
UCOLIKUN-87,55
IZAJIÑIG-28,53
OKEKID-1,64
AKUOEZ-45,80
IGUQET-11,47
INUZOUUÑ-52,82
IGUCIC-10,14
OUASIPAR-21,26
OSANUIIT-8,98
EPORII-89,91
OFOREJ-2,48
ATESAZAD-8,36
ALAZUL-57,90
UNAGIQ-27,72
ADAF-11,55
EUII-86,41
EQUÑUP-68,64
IVICUP-82,75
ABIVISAM-42,63
AMAFUZ-96,38
OHER-36,29
UGOLAVAL-68,60
AGEÑEUAB-21,19
OHOOUV-68,87
UPET-27,75
OBUI-20,62
UZIM-86,22
IDAK-76,67
EÑIKUSAH-89,33
AQUJ-19,39
UKOF-38,30
ISIBITAC-4,82
OGAJ-15,76
ELEI-75,97
IHIT-95,95
ABIIIO-61,87
UÑIREB-0,87
ANAFUJ-11,92
ABILIT-65,65
EIAC-61,56
OBAQUGUF-85,84
UTOM-43,46
IHEQ-12,37
EIAQOH-14,36
IVUL-25,77
UFIÑAO-23,89
IPAL-34,88
IGIBAÑOK-58,30
EOAO-46,33
ONOIINOF-7,76
AIOIOV-40,51
OPIVUCEU-59,35
AVOC-79,24
OOAZ-54,76
IZIQ-3,35
OLOQEGEF-80,34
AKOTILEN-68,45
OHIU-45,99
IQOHIH-39,57
EMIZII-18,45
EDUPIBEM-82,35
OIUBAI-97,16
OMAÑUZIZ-98,32
OCADEB-40,19
UJUPENOÑ-77,80
UVAKEH-40,62
ITAB-42,38
APEDOIAI-30,79
OJUDOS-33,95
IQUF-87,68
IBUTUS-28,95
ANIDAP-95,98
IPADOQ-93,67
EGAN-42,45
AGOS-75,26
EQOBOI-28,17
IQIMAL-64,21
OFUF-79,55
ATIPOK-7,32
AVESAO-46,63
IPILAZUO-78,46
EDEVUNIG-32,54
AFUH-11,46
OGUDEJOT-65,67
UNAB-47,90
EIARAF-32,89
OROVIL-41,91
EPOJOO-80,39
UUIIUO-40,93
UKEIAZOI-70,45
EFOQ-34,25
EFIIAT-69,36
IQOIAK-25,45
IMEP-13,37
IMUFUT-82,92
APUTIB-73,16
OZIBOU-97,85
EVEG-35,54
EÑUÑIMET-12,13
ACEVAO-46,10
EJUF-10,31
IRUCELUJ-8,31
UÑINIJOU-12,50
ETAOET-75,33
OIOQ-45,43
ECOF-0,17
AIUNUD-70,59
ONETIQAK-73,54
UVEC-90,65
AKAN-29,19
IZITAOID-71,45
OÑUHUP-79,68
UOIB-8,59
IPOVIPUU-31,99
UTIDUTUK-26,26
UGAG-11,51
ENONEI-95,27
OTEJUSAB-67,60
APAJAL-62,83
ABOFONEG-63,64
IUIH-25,64
IÑIO-93,17
OSUS-61,25
UJIFUZ-87,58
OKEJ-70,50
IQOQAV-41,50
EJEPIVOD-4,70
UQUK-67,31
OOIP-49,78
EUAVAK-0,33
ASEVEZ-99,81
ELEC-46,51
AVAOAJ-86,38
UIACEM-8,94
UZEN-44,73
EQOF-91,16
OUAZOÑ-81,80
OOID-43,86
IGAN-2,33
UCAROGEZ-46,41
AKICIPOC-93,81
EÑUP-86,52
OGEVED-86,38
EOAFUSOO-36,73
IMOT-2,95
ONIK-44,59
OÑIKIJ-44,19
ICAJ-98,59
EHOLEK-7,81
OMAL-99,75
IBUCINEU-81,32
OOUGUSEK-65,30
UOIGAO-0,20
ECIRANOP-78,80
IZOGEQ-43,81
UBIO-91,44
EDOQ-60,43
ANIZII-40,64
EGIS-52,39
OQAREOOT-73,32
ATOC-34,21
EBOFEZAJ-54,99
EVALURAN-86,76
UZONUHUD-39,15
ULOREFEI-68,72
EJOLOI-84,13
IGAPOD-29,85
UOOBUUOH-43,80
OZUQATIG-30,93
EJAHOFIÑ-98,64
OMEDUQOM-38,35
AOUS-3,41
OQOK-74,95
IVEV-90,78
EJUTUCUL-29,12
UÑUUAIOQ-82,30
EKAVUBAZ-10,76
IJAC-78,20
UZIOUG-46,76
OTOJ-56,70
ICUPUD-40,51
EHADOHUI-58,29
AVAL-58,18
ULIBOPOK-43,69
EIILOOIG-52,47
ILEBOFOL-15,41
ORUSAJ-4,54
IMIQUCEU-12,34
AOANOI-75,13
EHOCOHIN-77,37
IUUDOVES-88,16
UROSOGEO-82,15
EMIKAPOO-7,74
UTUDONOT-71,46
ENII-29,78
AKIF-90,66
USUQOQ-62,57
AFACAF-61,14
ECIJ-44,14
EJEÑIF-81,70
EIUHAP-91,97
OFEFOKIO-15,86
IHEÑ-46,37
ENELER-96,20
AMAIOZOB-61,23
OLEGEÑET-94,28
UDOPEÑUI-68,40
OOES-63,59
AOOÑIJ-80,37
ESUK-79,79
EGOD-57,63
AUOSAS-96,21
UQOVOSOD-86,39
EÑOIULEF-65,57
OSEZUB-66,49
IBIS-72,50
OGOD-90,95
ETEOUZ-25,85
ULOZACOF-57,67
AÑEDEKIK-85,50
IMAKEVEF-38,87
IUONIZ-70,45
IIUMAQ-92,51
OLEBAH-90,16
EUOJ-1,39
OIEO-6,42
IHES-26,74
AVEKAH-52,79
IBELABIT-22,63
UROIOJ-76,65
UGUUUÑIC-84,70
UGEQODIJ-74,33
ISINID-19,90
UFEUAPIL-56,73
OTAH-32,64
UFODAUUR-99,36
ANIVIÑAR-88,94
IQADEVEK-46,99
EHURUM-64,56
IFUG-46,60
OGUQERAV-16,48
USURISID-47,67
AÑOR-65,32
UHEJ-9,24
UTICIU-23,20
AQIOOCOC-49,72
UGAO-37,72
EZUNEJ-18,62
EÑAS-6,17
ALAH-6,64
OBAI-1,42
IGUB-11,90
OSIU-77,68
AGEGOFOM-26,31
ELUR-16,25
ARETETEL-82,35
OUEHIHUS-42,35
ECIMATUF-22,47
IÑOFACOÑ-90,92
URURAIIH-20,56
EÑAUAZ-71,76
UOADIC-96,45
UQISER-71,86
ORIMEUAC-72,14
APAUOFUC-81,88
IROÑESUD-57,49
IVEROKIF-64,49
EGAK-36,51
EVUO-43,19
EDEP-34,26
ASUUEJ-75,77
EQOUAVAV-96,11
ATUMUZ-15,31
EQUZ-62,99
APAHUU-71,88
UNUO-96,74
OIEDAU-91,40
ABOUIZ-38,68
AIUR-77,79
OZOÑUZ-13,76
AUECAHAL-52,99
ABUP-85,35
ELENAOUM-75,60
AOEZ-93,88
OUOZ-97,91
ASIT-55,42
UKIGUUUR-31,88
ESOTOTUC-96,14
EPOOIRIÑ-48,31
UNUS-57,48
OMOMUN-65,25
EOEÑIIAT-83,27
AZAL-32,70
OQEROPER-79,40
EDAT-33,12
ADENAUEG-54,56
AMIV-43,61
OZUR-11,23
OZIU-74,15
ECUO-24,55
OKIBIG-94,61
UÑIFAT-41,43
UFELIG-87,20
EUOS-44,37
EUOIIMUV-83,67
UPIRAI-97,73
UIAPAKUZ-56,47
IKAPED-21,10
UÑOR-35,68
OTUQEB-72,56
UBONUKAZ-1,49
EPOBUCIS-60,70
OIASIBIL-54,65
IMUIAF-3,65
IMAOIF-18,83
OQOTOSIZ-55,98
ERIÑII-18,10
UTAJAKIF-18,11
EOOQ-73,29
UHUGAJ-56,49
EREJAGIZ-74,61
AVEMODUÑ-76,86
IZEZ-72,63
IROJOG-42,76
AÑAS-33,97
AOAC-63,25
EBUK-56,17
OTUVISAO-10,31
AOOCOG-71,89
EDEIESIJ-5,28
UVIJOFAQ-2,58
ERUU-30,43
EBENIO-11,30
EVOK-41,10
OKIOAK-13,10
OÑUK-41,47
IÑUÑ-58,55
EPIG-80,93
IHUSAK-78,32
ACUHUI-17,83
OIEC-69,18
EQOH-38,91
IOUPOSAB-25,55
UTICAHUT-4,20
IVIGUG-49,81
UTEQ-19,99
EHUG-98,95
OTIR-43,32
EDEQOF-25,46
AÑOD-41,82
ASIV-48,68
OPENOHUU-89,37
INAZEGIK-81,84
EIIZOZ-47,22
EHIS-13,67
ILIV-66,94
OIIGAF-40,17
OMIDUB-35,38
EPEOUMUL-63,40
UGUZUJIN-17,54
OQOG-82,56
EMOJER-53,52
AVAB-31,77
EFIRUN-68,72
OGESEL-64,93
ONAZ-42,94
UVESAJOÑ-26,37
ABEBINAG-64,63
ASOD-80,91
UJIK-58,27
EFUKUOUF-61,29
OFOV-44,63
AÑEZ-72,67
OLUSOV-56,57
OBEV-46,90
IFIV-68,33
EOIZUF-18,26
AOUUEIUK-39,18
IGIJ-81,21
IHAUIJ-52,75
ANAVEQAT-73,19
EHIK-75,98
IFOVUIIG-40,75
ESACOVAI-24,35
UPEKUZOG-84,68
AJIB-60,81
OLEMUKIH-26,65
OQOI-45,93
OPAB-86,63
IGOBASUT-9,27
ENAMOC-83,84
OUIBAMOD-22,34
OUAQ-87,26
IMIG-34,59
IMEKAM-25,52
UBOHIUUQ-11,32
ICICALIC-81,76
